transaction_id,device_or_customer_id,transaction_date,product_name,product_category,quantity,unit_price_eur,total_amount_eur,order_status,payment_method,acquisition_source,discount_applied,discount_pct
TXN-000211,CRM-00096,2025-02-15,Dash Cam,Automotive,3,224.74,674.22,completed,Credit Card,paid_social,FALSE,0
TXN-000212,CRM-00222,2023-03-02,Lip Balm,Beauty,4,291.4,1165.6,completed,Debit Card,mobile_app,TRUE,29.4
TXN-000213,CRM-00108,2022-04-11,Coffee Maker,Home & Garden,4,212.02,848.08,completed,Credit Card,paid_social,TRUE,0
TXN-000214,CRM-00178,2023-01-14,Coffee Maker,Home & Garden,2,374.06,748.12,completed,PayPal,mobile_app,TRUE,0
TXN-000215,CRM-00212,2022-10-31,Multivitamins,Health,3,448.8,1346.4,completed,Google Pay,website,FALSE,0
TXN-000216,CRM-00106,2022-04-23,Lip Balm,Beauty,2,118.65,237.3,completed,Apple Pay,paid_social,FALSE,0
TXN-000217,ANON-794830,2023-12-16,Webcam,Electronics,3,59.41,178.23,completed,Debit Card,email_campaign,FALSE,0
TXN-000218,CRM-00043,2022-03-17,The Lean Startup,Books,3,117.52,352.56,completed,Credit Card,referral,FALSE,0
TXN-000219,CRM-00285,2022-10-25,Protein Powder,Food & Drink,2,122.14,244.28,completed,Credit Card,paid_social,FALSE,0
TXN-000220,CRM-00252,2022-03-08,Plant Pot Set,Home & Garden,1,208.82,208.82,completed,PayPal,referral,FALSE,0
TXN-000221,CRM-00244,2025-03-29,Webcam,Electronics,4,103.78,415.12,completed,PayPal,website,TRUE,0
TXN-000222,CRM-00292,2023-09-04,Coffee Maker,Home & Garden,3,445.33,1335.99,completed,Debit Card,paid_social,TRUE,0
TXN-000223,ANON-850534,2023-11-10,The Lean Startup,Books,2,41.32,82.64,pending,PayPal,referral,FALSE,0
TXN-000224,ANON-442360,2022-06-29,Sleep Aid,Health,4,294.04,1176.16,completed,Apple Pay,organic_search,FALSE,0
TXN-000225,CRM-00012,2022-04-11,Webcam,Electronics,4,31.84,127.36,completed,Debit Card,referral,FALSE,28.6
TXN-000226,CRM-00017,2022-08-12,Omega-3 Capsules,Health,2,220.32,440.64,completed,Google Pay,organic_search,FALSE,0
TXN-000227,CRM-00181,2024-05-03,Moisturiser SPF50,Beauty,1,111.79,111.79,completed,Apple Pay,email_campaign,FALSE,0
TXN-000228,CRM-00006,2023-01-01,Olive Oil,Food & Drink,1,306.06,306.06,completed,Debit Card,email_campaign,FALSE,0
TXN-000229,CRM-00144,2022-11-27,Sleep Aid,Health,2,92.96,185.92,cancelled,Debit Card,mobile_app,FALSE,17.2
TXN-000230,CRM-00100,2023-08-06,Dash Cam,Automotive,1,189.5,189.5,completed,Debit Card,mobile_app,TRUE,0
TXN-000231,ANON-242350,2025-03-18,Atomic Habits,Books,4,231.12,924.48,cancelled,Credit Card,website,FALSE,13
TXN-000232,CRM-00242,2025-02-25,Slim Fit Jeans,Clothing,2,100.91,201.82,completed,Buy Now Pay Later,organic_search,FALSE,29.4
TXN-000233,CRM-00103,2022-12-30,Deep Work,Books,3,182.14,546.42,cancelled,Debit Card,organic_search,FALSE,0
TXN-000234,CRM-00054,2024-07-21,Dash Cam,Automotive,2,138.23,276.46,completed,Credit Card,website,FALSE,16.8
TXN-000235,CRM-00241,2025-03-31,Resistance Bands,Sports,1,170.93,170.93,pending,Buy Now Pay Later,email_campaign,TRUE,0
TXN-000236,CRM-00261,2024-01-08,Throw Blanket,Home & Garden,4,20.85,83.4,completed,Buy Now Pay Later,organic_search,FALSE,0
TXN-000237,CRM-00018,2022-03-15,Dash Cam,Automotive,4,285.92,1143.68,completed,Debit Card,website,FALSE,9.1
TXN-000238,CRM-00045,2022-07-10,Running Jacket,Clothing,3,143.62,430.86,completed,Apple Pay,website,FALSE,6.6
TXN-000239,CRM-00212,2023-09-05,Car Phone Mount,Automotive,2,59.89,119.78,completed,Buy Now Pay Later,organic_search,FALSE,0
TXN-000240,ANON-459898,2023-10-24,Desk Lamp,Home & Garden,1,234.97,234.97,completed,Credit Card,mobile_app,TRUE,0
TXN-000241,CRM-00034,2024-01-25,Puzzle 1000pc,Toys,3,211.6,634.8,cancelled,Buy Now Pay Later,paid_social,FALSE,0
TXN-000242,CRM-00158,2024-02-16,Tyre Inflator,Automotive,2,380.61,761.22,completed,Apple Pay,email_campaign,TRUE,0
TXN-000243,CRM-00110,2022-05-19,Tyre Inflator,Automotive,1,113.61,113.61,completed,PayPal,paid_social,TRUE,0
TXN-000244,CRM-00022,2024-05-25,Art Kit,Toys,1,150.81,150.81,completed,Credit Card,organic_search,FALSE,0
TXN-000245,CRM-00212,2025-02-01,Slim Fit Jeans,Clothing,4,82.45,329.8,completed,Buy Now Pay Later,mobile_app,TRUE,15.8
TXN-000246,CRM-00199,2022-05-13,The Pragmatic Programmer,Books,4,397.52,1590.08,completed,Credit Card,paid_social,FALSE,12.6
TXN-000247,CRM-00176,2023-08-23,Running Shoes,Sports,4,475.66,1902.64,completed,Buy Now Pay Later,website,FALSE,0
TXN-000248,CRM-00101,2024-08-22,Resistance Bands,Sports,1,452.36,452.36,completed,Google Pay,email_campaign,FALSE,28.1
TXN-000249,CRM-00097,2022-10-03,The Pragmatic Programmer,Books,2,290.59,581.18,completed,Credit Card,website,FALSE,0
TXN-000250,ANON-191939,2022-09-07,Atomic Habits,Books,2,278.06,556.12,completed,Apple Pay,referral,FALSE,0
TXN-000251,ANON-456765,2023-07-17,The Pragmatic Programmer,Books,2,118.47,236.94,completed,Google Pay,paid_social,TRUE,0
TXN-000252,CRM-00132,2023-11-06,Eye Cream,Beauty,3,208.38,625.14,pending,Debit Card,website,FALSE,0
TXN-000253,CRM-00192,2024-12-15,Running Shoes,Sports,3,262.75,788.25,completed,Credit Card,organic_search,FALSE,16.1
TXN-000254,CRM-00147,2024-04-27,Collagen Powder,Health,4,430.93,1723.72,completed,Debit Card,email_campaign,TRUE,0
TXN-000255,ANON-485600,2024-12-10,Tyre Inflator,Automotive,4,111.92,447.68,completed,PayPal,mobile_app,TRUE,20.9
TXN-000256,ANON-428594,2023-03-06,Dark Chocolate,Food & Drink,2,238.9,477.8,completed,Debit Card,organic_search,TRUE,0
TXN-000257,CRM-00169,2023-03-05,Jump Starter,Automotive,4,233.6,934.4,completed,Credit Card,website,TRUE,18.5
TXN-000258,CRM-00267,2022-04-30,USB-C Hub,Electronics,2,12.16,24.32,completed,Debit Card,paid_social,FALSE,0
TXN-000259,ANON-164891,2022-08-12,Slim Fit Jeans,Clothing,2,216.49,432.98,completed,Credit Card,paid_social,FALSE,0
TXN-000260,CRM-00108,2025-03-16,Deep Work,Books,3,436.06,1308.18,completed,Credit Card,website,TRUE,0
TXN-000261,CRM-00200,2024-12-19,Dark Chocolate,Food & Drink,2,127.43,254.86,returned,Google Pay,email_campaign,TRUE,9.6
TXN-000262,CRM-00245,2022-06-29,Resistance Bands,Sports,4,219.52,878.08,completed,Apple Pay,referral,FALSE,0
TXN-000263,CRM-00114,2024-09-17,Multivitamins,Health,2,114.87,229.74,completed,Debit Card,website,FALSE,24.5
TXN-000264,CRM-00221,2023-08-12,Probiotic,Health,4,463.17,1852.68,completed,Debit Card,website,TRUE,24.1
TXN-000265,CRM-00089,2024-05-24,Water Bottle,Sports,2,472.45,944.9,completed,Apple Pay,organic_search,TRUE,0
TXN-000266,CRM-00054,2023-10-11,USB-C Hub,Electronics,1,456.39,456.39,completed,Buy Now Pay Later,website,TRUE,10.3
TXN-000267,ANON-795984,2023-06-16,Deep Work,Books,3,448.74,1346.22,completed,Debit Card,organic_search,FALSE,17.5
TXN-000268,CRM-00211,2024-12-12,Puzzle 1000pc,Toys,3,211.38,634.14,completed,Buy Now Pay Later,referral,FALSE,0
TXN-000269,CRM-00172,2025-03-23,Merino Wool Sweater,Clothing,2,26.85,53.7,completed,Google Pay,email_campaign,FALSE,13
TXN-000270,CRM-00256,2023-12-26,Puzzle 1000pc,Toys,4,494.69,1978.76,completed,Buy Now Pay Later,email_campaign,FALSE,18.3
TXN-000271,CRM-00232,2022-09-23,Moisturiser SPF50,Beauty,2,367.34,734.68,completed,PayPal,email_campaign,FALSE,0
TXN-000272,CRM-00171,2025-02-26,Car Phone Mount,Automotive,3,254.08,762.24,cancelled,Apple Pay,email_campaign,TRUE,7.6
TXN-000273,ANON-411242,2024-10-13,Eye Cream,Beauty,4,215.29,861.16,completed,Apple Pay,organic_search,FALSE,12.5
TXN-000274,CRM-00096,2024-11-30,Smart Watch,Electronics,1,199.79,199.79,completed,Buy Now Pay Later,website,FALSE,0
TXN-000275,CRM-00243,2024-10-16,Car Vacuum,Automotive,1,405,405,completed,PayPal,paid_social,FALSE,20.2
TXN-000276,CRM-00184,2024-10-05,Sapiens,Books,4,349.15,1396.6,completed,Apple Pay,email_campaign,TRUE,0
TXN-000277,CRM-00192,2023-01-04,Tyre Inflator,Automotive,2,53.41,106.82,completed,Buy Now Pay Later,organic_search,FALSE,0
TXN-000278,ANON-797670,2023-04-22,Jump Starter,Automotive,3,249.67,749.01,completed,Buy Now Pay Later,paid_social,FALSE,0
TXN-000279,CRM-00149,2023-08-18,Protein Powder,Food & Drink,4,46.05,184.2,completed,Credit Card,website,TRUE,0
TXN-000280,CRM-00100,2023-02-01,Olive Oil,Food & Drink,2,377.02,754.04,completed,PayPal,organic_search,FALSE,0
TXN-000281,ANON-435690,2022-01-04,Portable Charger,Electronics,4,347.42,1389.68,completed,Credit Card,email_campaign,FALSE,0
TXN-000282,CRM-00105,2022-08-31,Face Mask Set,Beauty,4,205.87,823.48,returned,Debit Card,referral,TRUE,0
TXN-000283,CRM-00096,2022-02-19,Yoga Mat,Sports,3,112.7,338.1,completed,Credit Card,organic_search,FALSE,19.3
TXN-000284,ANON-988845,2024-08-10,Deep Work,Books,1,182.05,182.05,completed,Buy Now Pay Later,organic_search,FALSE,0
TXN-000285,CRM-00289,2022-08-30,Car Vacuum,Automotive,1,123.1,123.1,cancelled,Credit Card,referral,FALSE,0
TXN-000286,CRM-00247,2023-03-01,Winter Coat,Clothing,1,498.48,498.48,completed,Google Pay,website,TRUE,0
TXN-000287,CRM-00202,2024-04-29,Merino Wool Sweater,Clothing,1,12.87,12.87,completed,Debit Card,email_campaign,TRUE,8.9
TXN-000288,CRM-00219,2024-04-27,Coffee Maker,Home & Garden,3,335.5,1006.5,completed,Google Pay,paid_social,TRUE,0
TXN-000289,CRM-00101,2022-04-04,Jump Starter,Automotive,2,84.93,169.86,completed,Debit Card,website,FALSE,0
TXN-000290,CRM-00004,2023-11-15,Car Vacuum,Automotive,4,231.89,927.56,completed,Credit Card,website,TRUE,0
TXN-000291,CRM-00063,2023-12-18,Smart Watch,Electronics,3,286.77,860.31,completed,Apple Pay,mobile_app,FALSE,0
TXN-000292,CRM-00208,2025-02-21,Polo Shirt,Clothing,1,293.33,293.33,completed,Apple Pay,website,TRUE,8.9
TXN-000293,CRM-00106,2023-03-11,Foam Roller,Sports,1,487.35,487.35,completed,Buy Now Pay Later,website,FALSE,0
TXN-000294,CRM-00237,2022-01-24,Running Shoes,Sports,3,234.1,702.3,completed,Apple Pay,mobile_app,FALSE,0
TXN-000295,CRM-00217,2023-02-17,Board Game,Toys,4,73.48,293.92,completed,Google Pay,website,TRUE,0
TXN-000296,CRM-00015,2023-07-31,Merino Wool Sweater,Clothing,3,352.35,1057.05,completed,Buy Now Pay Later,email_campaign,FALSE,0
TXN-000297,CRM-00132,2023-06-06,Resistance Bands,Sports,4,96.36,385.44,completed,PayPal,referral,FALSE,24.2
TXN-000298,ANON-913735,2022-05-19,Tyre Inflator,Automotive,3,435.55,1306.65,completed,Google Pay,referral,FALSE,0
TXN-000299,CRM-00050,2023-09-23,Board Game,Toys,2,314.64,629.28,completed,Google Pay,organic_search,FALSE,24.6
TXN-000300,CRM-00125,2023-09-07,Merino Wool Sweater,Clothing,1,352.73,352.73,completed,PayPal,mobile_app,TRUE,0
TXN-000301,CRM-00265,2024-11-03,Desk Lamp,Home & Garden,2,5.67,11.34,completed,Buy Now Pay Later,mobile_app,FALSE,26.3
TXN-000302,CRM-00106,2025-01-31,Wireless Earbuds,Electronics,3,314.89,944.67,returned,Debit Card,website,TRUE,20.3
TXN-000303,CRM-00113,2023-10-26,Olive Oil,Food & Drink,2,195.13,390.26,completed,Apple Pay,mobile_app,TRUE,0
TXN-000304,CRM-00249,2022-01-13,Atomic Habits,Books,4,346.23,1384.92,completed,Debit Card,referral,FALSE,8.9
TXN-000305,CRM-00237,2022-08-22,Webcam,Electronics,3,267.27,801.81,cancelled,PayPal,email_campaign,FALSE,28.9
TXN-000306,CRM-00174,2023-11-14,Winter Coat,Clothing,4,151.52,606.08,completed,Credit Card,paid_social,TRUE,0
TXN-000307,CRM-00228,2023-12-01,Slim Fit Jeans,Clothing,2,376.93,753.86,completed,Google Pay,website,TRUE,0
TXN-000308,CRM-00068,2024-03-22,USB-C Hub,Electronics,1,349.84,349.84,completed,Apple Pay,referral,FALSE,0
TXN-000309,CRM-00136,2025-03-11,Throw Blanket,Home & Garden,3,307.58,922.74,completed,Debit Card,website,FALSE,0
TXN-000310,CRM-00240,2022-03-01,Face Mask Set,Beauty,4,289.16,1156.64,completed,Buy Now Pay Later,email_campaign,FALSE,29.5
TXN-000311,CRM-00011,2022-12-26,Tyre Inflator,Automotive,2,107.33,214.66,completed,Debit Card,website,FALSE,0
TXN-000312,CRM-00007,2023-02-02,Merino Wool Sweater,Clothing,3,343.22,1029.66,completed,Apple Pay,website,TRUE,0
TXN-000313,CRM-00079,2023-11-08,Multivitamins,Health,1,311.5,311.5,completed,Google Pay,website,TRUE,0
TXN-000314,CRM-00032,2023-11-24,Resistance Bands,Sports,3,170.83,512.49,completed,Credit Card,email_campaign,TRUE,21.3
TXN-000315,CRM-00103,2024-09-08,Vitamin C Serum,Beauty,1,465.53,465.53,completed,Debit Card,website,FALSE,0
TXN-000316,CRM-00267,2024-08-29,Puzzle 1000pc,Toys,2,259.28,518.56,completed,Apple Pay,email_campaign,TRUE,0
TXN-000317,CRM-00049,2022-03-14,Building Blocks,Toys,4,454.54,1818.16,completed,Debit Card,email_campaign,FALSE,0
TXN-000318,ANON-888808,2022-10-06,Olive Oil,Food & Drink,3,184.81,554.43,completed,Buy Now Pay Later,referral,FALSE,24.7
TXN-000319,CRM-00283,2024-09-13,Art Kit,Toys,3,30.47,91.41,completed,Google Pay,paid_social,FALSE,0
TXN-000320,CRM-00294,2022-11-15,Board Game,Toys,4,194.18,776.72,completed,Google Pay,organic_search,TRUE,0
TXN-000321,ANON-844056,2024-08-01,Sapiens,Books,3,234.88,704.64,completed,Credit Card,email_campaign,FALSE,0
TXN-000322,CRM-00296,2025-01-04,Webcam,Electronics,3,25.19,75.57,completed,Buy Now Pay Later,referral,FALSE,24.5
TXN-000323,CRM-00268,2023-11-18,Board Game,Toys,3,186.02,558.06,completed,Apple Pay,mobile_app,FALSE,11.7
TXN-000324,CRM-00212,2024-08-05,Merino Wool Sweater,Clothing,3,325.2,975.6,completed,Apple Pay,mobile_app,FALSE,0
TXN-000325,CRM-00130,2024-04-27,Car Vacuum,Automotive,4,353.21,1412.84,completed,PayPal,paid_social,FALSE,0
TXN-000326,CRM-00197,2022-04-25,Wireless Earbuds,Electronics,2,282.01,564.02,pending,Buy Now Pay Later,organic_search,FALSE,0
TXN-000327,CRM-00183,2024-12-03,Omega-3 Capsules,Health,3,387.15,1161.45,completed,Buy Now Pay Later,website,FALSE,0
TXN-000328,CRM-00131,2023-09-06,Running Jacket,Clothing,4,73.37,293.48,completed,Apple Pay,mobile_app,FALSE,0
TXN-000329,CRM-00017,2025-03-03,Collagen Powder,Health,2,170.46,340.92,cancelled,Apple Pay,email_campaign,FALSE,0
TXN-000330,CRM-00100,2023-10-09,Wireless Earbuds,Electronics,4,271.58,1086.32,completed,Debit Card,mobile_app,FALSE,28.3
TXN-000331,CRM-00293,2025-02-11,Merino Wool Sweater,Clothing,1,325.62,325.62,completed,Credit Card,paid_social,FALSE,0
TXN-000332,CRM-00123,2025-01-02,The Lean Startup,Books,2,369.27,738.54,completed,PayPal,organic_search,FALSE,0
TXN-000333,CRM-00167,2022-02-08,Car Vacuum,Automotive,2,376.62,753.24,completed,Buy Now Pay Later,referral,FALSE,0
TXN-000334,ANON-923655,2023-03-03,Slim Fit Jeans,Clothing,1,435.34,435.34,completed,Apple Pay,organic_search,TRUE,0
TXN-000335,CRM-00163,2025-03-28,Vitamin C Serum,Beauty,2,352.2,704.4,completed,Debit Card,referral,TRUE,0
TXN-000336,ANON-547858,2023-11-11,Lip Balm,Beauty,2,377.07,754.14,completed,PayPal,website,FALSE,0
TXN-000337,CRM-00090,2023-12-26,Multivitamins,Health,1,380.88,380.88,completed,Credit Card,paid_social,FALSE,0
TXN-000338,CRM-00029,2022-05-16,Merino Wool Sweater,Clothing,4,163.31,653.24,completed,Credit Card,paid_social,FALSE,0
TXN-000339,ANON-472856,2022-11-02,Moisturiser SPF50,Beauty,3,448.58,1345.74,completed,Credit Card,mobile_app,FALSE,0
TXN-000340,CRM-00165,2023-07-29,Organic Coffee,Food & Drink,2,253.76,507.52,returned,PayPal,paid_social,FALSE,0
TXN-000341,CRM-00148,2022-03-05,Building Blocks,Toys,4,213.93,855.72,returned,Google Pay,organic_search,FALSE,0
TXN-000342,ANON-640472,2023-11-26,Board Game,Toys,4,31.9,127.6,completed,PayPal,referral,FALSE,0
TXN-000343,CRM-00002,2024-02-08,Smart Watch,Electronics,1,189.17,189.17,completed,Credit Card,organic_search,FALSE,0
TXN-000344,CRM-00027,2024-12-30,Green Tea Set,Food & Drink,4,228.49,913.96,completed,Debit Card,email_campaign,FALSE,16.8
TXN-000345,CRM-00248,2022-12-06,Plant Pot Set,Home & Garden,1,252.72,252.72,cancelled,PayPal,email_campaign,TRUE,0
TXN-000346,CRM-00188,2025-03-15,Car Vacuum,Automotive,4,414.8,1659.2,completed,Debit Card,referral,FALSE,0
TXN-000347,CRM-00145,2024-03-08,Running Shoes,Sports,3,237.26,711.78,completed,Google Pay,organic_search,FALSE,0
TXN-000348,ANON-352555,2023-01-19,Desk Lamp,Home & Garden,4,267.76,1071.04,completed,Credit Card,mobile_app,FALSE,0
TXN-000349,CRM-00063,2022-08-28,Board Game,Toys,4,412.74,1650.96,completed,Credit Card,website,TRUE,0
TXN-000350,CRM-00192,2023-09-24,Car Phone Mount,Automotive,4,449.33,1797.32,pending,Debit Card,email_campaign,TRUE,26.4
TXN-000351,CRM-00294,2023-10-07,Face Mask Set,Beauty,1,228.28,228.28,completed,Google Pay,email_campaign,FALSE,0
TXN-000352,CRM-00143,2022-03-06,Coffee Maker,Home & Garden,2,186.86,373.72,completed,Credit Card,referral,FALSE,0
TXN-000353,CRM-00035,2023-07-11,Vitamin C Serum,Beauty,1,337.61,337.61,completed,PayPal,website,TRUE,12.6
TXN-000354,CRM-00236,2024-04-27,The Lean Startup,Books,3,347.45,1042.35,pending,Debit Card,email_campaign,TRUE,0
TXN-000355,CRM-00142,2022-06-27,USB-C Hub,Electronics,1,488.17,488.17,completed,Google Pay,paid_social,FALSE,0
TXN-000356,CRM-00269,2024-10-14,Tyre Inflator,Automotive,2,441.27,882.54,completed,Debit Card,mobile_app,FALSE,0
TXN-000357,ANON-586197,2023-05-02,Car Phone Mount,Automotive,3,98.05,294.15,completed,Buy Now Pay Later,referral,FALSE,0
TXN-000358,CRM-00193,2024-02-01,Throw Blanket,Home & Garden,2,441.69,883.38,completed,Credit Card,referral,FALSE,0
TXN-000359,CRM-00117,2024-07-14,Polo Shirt,Clothing,2,48.13,96.26,completed,Debit Card,referral,FALSE,0
TXN-000360,CRM-00112,2023-09-12,Smart Watch,Electronics,3,198,594,completed,PayPal,mobile_app,FALSE,0
TXN-000361,CRM-00115,2023-03-19,Smart Watch,Electronics,2,93.33,186.66,completed,Credit Card,referral,FALSE,8.6
TXN-000362,CRM-00056,2024-12-11,Sleep Aid,Health,1,478.38,478.38,completed,Google Pay,website,FALSE,13.3
TXN-000363,ANON-186651,2023-09-12,Probiotic,Health,2,43.01,86.02,completed,Google Pay,website,FALSE,13.8
TXN-000364,ANON-772566,2022-12-25,Building Blocks,Toys,4,86.39,345.56,completed,Credit Card,organic_search,TRUE,0
TXN-000365,CRM-00080,2022-08-18,Car Phone Mount,Automotive,1,60.34,60.34,completed,Google Pay,website,FALSE,0
TXN-000366,CRM-00252,2024-02-06,Dash Cam,Automotive,2,78.09,156.18,completed,Apple Pay,mobile_app,FALSE,23.6
TXN-000367,ANON-700815,2022-03-18,Polo Shirt,Clothing,4,79.35,317.4,completed,Credit Card,website,TRUE,16.2
TXN-000368,CRM-00046,2023-02-18,Lip Balm,Beauty,1,105.9,105.9,pending,Credit Card,referral,TRUE,15.6
TXN-000369,CRM-00209,2022-07-09,Resistance Bands,Sports,3,475.34,1426.02,completed,PayPal,mobile_app,FALSE,14.8
TXN-000370,CRM-00030,2024-06-27,The Lean Startup,Books,1,16.21,16.21,completed,Credit Card,organic_search,FALSE,15.4
TXN-000371,ANON-721678,2024-11-02,Resistance Bands,Sports,3,210.77,632.31,completed,PayPal,organic_search,FALSE,0
TXN-000372,CRM-00243,2022-02-21,Board Game,Toys,1,342.11,342.11,completed,Credit Card,mobile_app,FALSE,0
TXN-000373,CRM-00125,2024-09-15,Car Phone Mount,Automotive,4,465.27,1861.08,pending,PayPal,organic_search,FALSE,0
TXN-000374,CRM-00227,2024-10-21,Throw Blanket,Home & Garden,3,239.11,717.33,completed,PayPal,website,FALSE,0
TXN-000375,CRM-00069,2022-11-12,Air Purifier,Home & Garden,1,212.54,212.54,completed,Apple Pay,email_campaign,TRUE,0
TXN-000376,CRM-00019,2023-01-25,Plant Pot Set,Home & Garden,3,369.43,1108.29,completed,Google Pay,mobile_app,TRUE,0
TXN-000377,ANON-166582,2023-11-28,Running Shoes,Sports,2,15.61,31.22,completed,Debit Card,paid_social,FALSE,0
TXN-000378,CRM-00157,2024-09-17,Sleep Aid,Health,1,98.4,98.4,completed,PayPal,paid_social,TRUE,0
TXN-000379,CRM-00290,2024-12-08,Face Mask Set,Beauty,1,15.89,15.89,completed,Apple Pay,paid_social,FALSE,0
TXN-000380,CRM-00207,2023-09-28,Resistance Bands,Sports,4,401.18,1604.72,completed,Buy Now Pay Later,email_campaign,FALSE,0
TXN-000381,CRM-00281,2023-11-02,Running Jacket,Clothing,4,417.46,1669.84,completed,PayPal,email_campaign,TRUE,0
TXN-000382,CRM-00172,2022-10-21,Throw Blanket,Home & Garden,4,261.69,1046.76,completed,Debit Card,referral,TRUE,0
TXN-000383,CRM-00071,2022-07-21,Collagen Powder,Health,3,170.92,512.76,completed,Buy Now Pay Later,organic_search,FALSE,0
TXN-000384,CRM-00090,2024-11-23,Wireless Earbuds,Electronics,1,290.88,290.88,completed,Buy Now Pay Later,referral,TRUE,24.1
TXN-000385,CRM-00119,2022-09-29,Car Vacuum,Automotive,3,328.95,986.85,completed,Credit Card,mobile_app,FALSE,15.1
TXN-000386,CRM-00257,2023-02-25,Olive Oil,Food & Drink,1,393.69,393.69,cancelled,PayPal,paid_social,TRUE,0
TXN-000387,ANON-977809,2022-03-16,Car Vacuum,Automotive,4,245.16,980.64,completed,Apple Pay,website,FALSE,29.2
TXN-000388,CRM-00172,2024-07-29,Merino Wool Sweater,Clothing,3,333.93,1001.79,completed,Buy Now Pay Later,mobile_app,TRUE,0
TXN-000389,CRM-00156,2024-03-04,Face Mask Set,Beauty,2,266.9,533.8,completed,Google Pay,mobile_app,FALSE,0
TXN-000390,CRM-00172,2024-12-05,Running Jacket,Clothing,2,275.94,551.88,completed,Credit Card,email_campaign,TRUE,0
TXN-000391,ANON-889565,2022-08-26,Vitamin C Serum,Beauty,1,231.26,231.26,completed,Google Pay,organic_search,TRUE,0
TXN-000392,CRM-00045,2022-01-09,Running Jacket,Clothing,3,285.22,855.66,returned,Debit Card,organic_search,TRUE,0
TXN-000393,CRM-00285,2023-09-29,Resistance Bands,Sports,3,448.75,1346.25,cancelled,Credit Card,paid_social,FALSE,0
TXN-000394,ANON-728204,2022-04-01,Probiotic,Health,1,156.41,156.41,completed,Google Pay,paid_social,FALSE,13.8
TXN-000395,CRM-00285,2022-06-28,Green Tea Set,Food & Drink,1,394.9,394.9,completed,Apple Pay,mobile_app,FALSE,0
TXN-000396,ANON-568957,2023-11-14,The Lean Startup,Books,4,117.03,468.12,completed,Apple Pay,organic_search,TRUE,0
TXN-000397,CRM-00064,2024-08-14,Atomic Habits,Books,1,188.72,188.72,completed,Google Pay,mobile_app,FALSE,0
TXN-000398,ANON-235073,2022-04-05,Desk Lamp,Home & Garden,4,147.34,589.36,completed,Credit Card,website,TRUE,25.1
TXN-000399,CRM-00013,2022-07-31,Foam Roller,Sports,3,422.68,1268.04,cancelled,PayPal,email_campaign,FALSE,0
TXN-000400,CRM-00024,2024-12-02,Running Jacket,Clothing,2,78.28,156.56,completed,Debit Card,organic_search,TRUE,0
TXN-000401,ANON-369232,2023-10-02,Lip Balm,Beauty,2,145.48,290.96,completed,Debit Card,mobile_app,TRUE,0
TXN-000402,CRM-00061,2022-02-16,Omega-3 Capsules,Health,4,477.37,1909.48,returned,Buy Now Pay Later,referral,FALSE,0
TXN-000403,ANON-230775,2025-03-28,Running Jacket,Clothing,1,310.6,310.6,completed,Apple Pay,email_campaign,FALSE,0
TXN-000404,CRM-00045,2023-10-02,Yoga Mat,Sports,1,84.43,84.43,cancelled,Credit Card,paid_social,FALSE,0
TXN-000405,CRM-00179,2023-03-06,The Pragmatic Programmer,Books,2,269.45,538.9,pending,Buy Now Pay Later,referral,FALSE,0
TXN-000406,CRM-00096,2023-10-20,Olive Oil,Food & Drink,2,95.05,190.1,pending,Credit Card,website,FALSE,0
TXN-000407,CRM-00219,2023-02-15,Dark Chocolate,Food & Drink,4,91.63,366.52,cancelled,Buy Now Pay Later,mobile_app,FALSE,0
TXN-000408,CRM-00243,2023-01-30,Atomic Habits,Books,4,354.81,1419.24,returned,Debit Card,organic_search,TRUE,29.4
TXN-000409,ANON-415201,2023-08-10,Sleep Aid,Health,3,451.93,1355.79,completed,Debit Card,website,FALSE,24.2
TXN-000410,ANON-644675,2023-07-21,Moisturiser SPF50,Beauty,2,397.46,794.92,completed,Buy Now Pay Later,referral,FALSE,5.5
TXN-000411,CRM-00166,2024-12-26,Omega-3 Capsules,Health,1,84.66,84.66,cancelled,Buy Now Pay Later,website,TRUE,0
TXN-000412,CRM-00257,2023-10-16,Air Purifier,Home & Garden,3,62.76,188.28,completed,Debit Card,mobile_app,FALSE,0
TXN-000413,CRM-00156,2024-06-22,Probiotic,Health,4,495.92,1983.68,completed,Buy Now Pay Later,website,FALSE,0
TXN-000414,ANON-614266,2022-08-29,Multivitamins,Health,4,288.82,1155.28,completed,Debit Card,organic_search,FALSE,0
TXN-000415,CRM-00004,2023-07-13,The Pragmatic Programmer,Books,3,222.8,668.4,completed,Google Pay,mobile_app,FALSE,22.6
TXN-000416,CRM-00211,2022-11-02,Sapiens,Books,2,187.62,375.24,completed,Google Pay,email_campaign,FALSE,0
TXN-000417,CRM-00177,2022-11-19,Building Blocks,Toys,3,106.35,319.05,pending,Buy Now Pay Later,website,FALSE,0
TXN-000418,CRM-00235,2023-07-15,Coffee Maker,Home & Garden,1,354.32,354.32,completed,Google Pay,organic_search,TRUE,10.2
TXN-000419,CRM-00034,2022-08-23,USB-C Hub,Electronics,3,333.78,1001.34,completed,Buy Now Pay Later,referral,FALSE,0
TXN-000420,CRM-00045,2022-02-01,Atomic Habits,Books,2,488.14,976.28,completed,Google Pay,paid_social,FALSE,0
TXN-000421,ANON-959584,2025-02-20,Foam Roller,Sports,4,78.08,312.32,completed,PayPal,organic_search,FALSE,22.9
